business_id,name,categories,latitude,longitude
osm_SMART VISION EYE SPECIALITIES PRIVATE LIMITED_hospital,SMART VISION EYE SPECIALITIES PRIVATE LIMITED,hospital,17.4288986,78.4398817
osm_RAMESH LASIK & LASER CENTRE_hospital,RAMESH LASIK & LASER CENTRE,hospital,17.3985583,78.4847268
osm_VIJAYA SREE HOSPITAL_hospital,VIJAYA SREE HOSPITAL,hospital,17.4954081,78.3213112
osm_ORIENT EYE HOSPITAL_hospital,ORIENT EYE HOSPITAL,hospital,17.3942641,78.4307253
osm_SHINE CHILDREN'S HOSPITAL_hospital,SHINE CHILDREN'S HOSPITAL,hospital,17.3482504,78.5520463
osm_Sri Sri Holistic Hospitals_hospital,Sri Sri Holistic Hospitals,hospital,17.4887428,78.4005457
osm_Saptagiri Hospital_hospital,Saptagiri Hospital,hospital,17.3690962,78.5301608
osm_SAFE KIDS HOSPITALS PRIVATE LIMITED_hospital,SAFE KIDS HOSPITALS PRIVATE LIMITED,hospital,17.3753068,78.4295377
osm_DR RAJASHEKAR REDDY LAPAROSCOPY HOSPITAL_hospital,DR RAJASHEKAR REDDY LAPAROSCOPY HOSPITAL,hospital,17.3542853,78.5470426
osm_ADRM HOSPITAL_hospital,ADRM HOSPITAL,hospital,17.3984982,78.536071
osm_Smart Vision Eye Hospitals Pvt Ltd_hospital,Smart Vision Eye Hospitals Pvt Ltd,hospital,17.4893785,78.4008153
osm_SOUTHERN GEM HOSPITAL_hospital,SOUTHERN GEM HOSPITAL,hospital,17.4058342,78.4754223
osm_ARC HOSPITAL_hospital,ARC HOSPITAL,hospital,17.4714919,78.5676406
osm_SHARADA EYE CARE_hospital,SHARADA EYE CARE,hospital,17.3355392,78.5708083
osm_SREE ROYAL HOSPITAL_hospital,SREE ROYAL HOSPITAL,hospital,17.4635323,78.4562123
osm_SRI SIDDESHWARA HOSPITAL_hospital,SRI SIDDESHWARA HOSPITAL,hospital,17.346624,78.5211218
osm_NEPHROPLUS KIDNEY CARE HOSPITALS_hospital,NEPHROPLUS KIDNEY CARE HOSPITALS,hospital,17.4161502,78.4338641
osm_METRO CURE HOSPITAL_hospital,METRO CURE HOSPITAL,hospital,17.3726148,78.5010025
osm_Green Leaf Health Centre_hospital,Green Leaf Health Centre,hospital,17.4915939,78.4096941
osm_RUSSH SUPER SPECIALITY HOSPITAL_hospital,RUSSH SUPER SPECIALITY HOSPITAL,hospital,17.4997723,78.477497
osm_SHREE POOJA HOSPITAL_hospital,SHREE POOJA HOSPITAL,hospital,17.4230318,78.5470144
osm_Vascular Care Center_hospital,Vascular Care Center,hospital,17.4183012,78.4582441
osm_MCS NEURO HOSPITAL_hospital,MCS NEURO HOSPITAL,hospital,17.4925596,78.3977428
osm_HAPPY HOSPITAL_hospital,HAPPY HOSPITAL,hospital,17.4947571,78.3432363
osm_Landmark Hospital_hospital,Landmark Hospital,hospital,17.4992274,78.3880024
osm_NETRA EYE AND MULTI SPECIALITY HOSPITAL_hospital,NETRA EYE AND MULTI SPECIALITY HOSPITAL,hospital,17.4955297,78.4541658
osm_SECUNDERABAD WOMENS HOSPITAL_hospital,SECUNDERABAD WOMENS HOSPITAL,hospital,17.4392005,78.4803766
osm_SBR Pulse Hospital_hospital,SBR Pulse Hospital,hospital,17.3673811,78.5358068
osm_CITI NEURO CENTER_hospital,CITI NEURO CENTER,hospital,17.4137266,78.4244857
osm_Magnas ENT Hospital_hospital,Magnas ENT Hospital,hospital,17.368126,78.530836
osm_EYE CARE HYDERABAD_hospital,EYE CARE HYDERABAD,hospital,17.3739817,78.4985831
osm_SREE SREYAS HOSPITAL_hospital,SREE SREYAS HOSPITAL,hospital,17.3458905,78.5292422
osm_PACIFIC CLINICS (A Unit of Pacific Hospitals Pvt Ltd.)_hospital,PACIFIC CLINICS (A Unit of Pacific Hospitals Pvt Ltd.),hospital,17.4194759,78.3715081
osm_STORK HOME FERNANDEZ HOSPITAL_hospital,STORK HOME FERNANDEZ HOSPITAL,hospital,17.4070512,78.4412871
osm_Baabaji Nethralaya Eye Hospital_hospital,Baabaji Nethralaya Eye Hospital,hospital,17.4910196,78.3967075
osm_MOTHERHOOD FERTILITY CENTRE_hospital,MOTHERHOOD FERTILITY CENTRE,hospital,17.496072,78.3452386
osm_SUMITHRA HOSPITALS_hospital,SUMITHRA HOSPITALS,hospital,17.3960244,78.559704
osm_MedWise Hospital (A unit of Chirayu Avigna Healthcare)_hospital,MedWise Hospital (A unit of Chirayu Avigna Healthcare),hospital,17.490815,78.396851
osm_SAI SIDDHARTHA HOSPITAL_hospital,SAI SIDDHARTHA HOSPITAL,hospital,17.5171414,78.4449886
osm_AREA HOSPITAL PATANCHERU_hospital,AREA HOSPITAL PATANCHERU,hospital,17.5301584,78.2667411
osm_Sai Bhavani Super Speciality Hospital_hospital,Sai Bhavani Super Speciality Hospital,hospital,17.5162813,78.4473006
osm_Apollo Emergency Centre_hospital,Apollo Emergency Centre,hospital,17.3722481,78.5008469
osm_Amrutha Hospital For Health and Fitness_hospital,Amrutha Hospital For Health and Fitness,hospital,17.3918869,78.4406219
osm_Pavithra Nursing Home_hospital,Pavithra Nursing Home,hospital,17.4401185,78.4236932
osm_Osmania General Hospital's Blood Bank_hospital,Osmania General Hospital's Blood Bank,hospital,17.3728426,78.4740262
osm_Neelima Hospital_hospital,Neelima Hospital,hospital,17.4562216,78.4256515
osm_Nikhil Hospital_hospital,Nikhil Hospital,hospital,17.43034,78.4370834
osm_Vijaya Nursing Home - Vanasthalipuram_hospital,Vijaya Nursing Home - Vanasthalipuram,hospital,17.3349862,78.5706618
osm_Dr.Agarwal's Eye Hospital - Santhosh Nagar_hospital,Dr.Agarwal's Eye Hospital - Santhosh Nagar,hospital,17.3455135,78.5081814
osm_Happy Children Hospital - Chintal_hospital,Happy Children Hospital - Chintal,hospital,17.4963994,78.4523928
osm_Vijaya Hospital_hospital,Vijaya Hospital,hospital,17.4953327,78.3461183
osm_Sri Venkateshwara Nursing Home - Narayanguda_hospital,Sri Venkateshwara Nursing Home - Narayanguda,hospital,17.3944702,78.4889225
osm_Kamineni Fertility Centre_hospital,Kamineni Fertility Centre,hospital,17.3929299,78.4797553
osm_Asha Hospital_hospital,Asha Hospital,hospital,17.483593,78.5580665
osm_Motherhood Clinic_hospital,Motherhood Clinic,hospital,17.4300284,78.3742265
osm_Life Spring Maternity Hospital_hospital,Life Spring Maternity Hospital,hospital,17.5051697,78.5071749
osm_Susheela Hospital - R.K Puram_hospital,Susheela Hospital - R.K Puram,hospital,17.3678054,78.5496034
osm_Omni Hospital - Banjara Hills_hospital,Omni Hospital - Banjara Hills,hospital,17.4074076,78.4428254
osm_Dr.Agarwal's Eye Hospital - Dilsukhnagar_hospital,Dr.Agarwal's Eye Hospital - Dilsukhnagar,hospital,17.3690898,78.5224923
osm_S.S Multi Speciality Hospital_hospital,S.S Multi Speciality Hospital,hospital,17.3369525,78.5507843
osm_Jayanti Maternity and Nursing Home_hospital,Jayanti Maternity and Nursing Home,hospital,17.3893491,78.4734696
osm_Whitus Hospital (A Unit Of Sri Shikhara Hospitals India Pvt Ltd)_hospital,Whitus Hospital (A Unit Of Sri Shikhara Hospitals India Pvt Ltd),hospital,17.4186403,78.5420912
osm_SAFE CHLIDRENS HOSPITAL_hospital,SAFE CHLIDRENS HOSPITAL,hospital,17.3696696,78.5142714
"osm_Royal Ear, Nose and Throat (ENT) Hospital_hospital","Royal Ear, Nose and Throat (ENT) Hospital",hospital,17.385132,78.482281
osm_Dr.syed Ajaz hussain & Dr.syed mumtaz hussain_hospital,Dr.syed Ajaz hussain & Dr.syed mumtaz hussain,hospital,17.3774807,78.4996403
osm_Apex Hospital_hospital,Apex Hospital,hospital,17.3429186,78.541484
osm_Shiva Homoeo Stores and clinic_hospital,Shiva Homoeo Stores and clinic,hospital,17.442029,78.440725
osm_Srija Hospital_hospital,Srija Hospital,hospital,17.4279239,78.3240814
osm_Madhusudhan Hospital_hospital,Madhusudhan Hospital,hospital,17.488394,78.39696
osm_Lions Club Of Hyderabad Multi Speciality Hospital_hospital,Lions Club Of Hyderabad Multi Speciality Hospital,hospital,17.5198207,78.4427883
osm_Vijaylaxmi Maternity Hospital_hospital,Vijaylaxmi Maternity Hospital,hospital,17.468492,78.4576658
osm_Health Care General Hospital_hospital,Health Care General Hospital,hospital,17.539151,78.433749
osm_Amma Hospitals_hospital,Amma Hospitals,hospital,17.372487,78.522991
osm_Saroornagar Hospital_hospital,Saroornagar Hospital,hospital,17.354892,78.532407
osm_Srihitha Hospital_hospital,Srihitha Hospital,hospital,17.367644,78.529654
osm_Hayatt Hospital_hospital,Hayatt Hospital,hospital,17.4012253,78.4124091
osm_Gutta Eye Clinic_hospital,Gutta Eye Clinic,hospital,17.4329564,78.4461388
"osm_Apple Diagnostic & Medical Centre, Kukatpally_hospital","Apple Diagnostic & Medical Centre, Kukatpally",hospital,17.493087,78.4096964
osm_RM Hospital_hospital,RM Hospital,hospital,17.5101637,78.2998532
osm_Alavi Hospital_hospital,Alavi Hospital,hospital,17.492517,78.451227
osm_Chaitanya Hospital_hospital,Chaitanya Hospital,hospital,17.4694418,78.4256774
osm_ZOI Hospital_hospital,ZOI Hospital,hospital,17.4277736,78.4573355
osm_Nadipathy Hospital_hospital,Nadipathy Hospital,hospital,17.321219,78.568712
osm_Trichos Skin Care_hospital,Trichos Skin Care,hospital,17.4889369,78.4006671
osm_Harsha Dental Dantam Network Dental Hospitals_hospital,Harsha Dental Dantam Network Dental Hospitals,hospital,17.4958036,78.4524391
osm_JBI Hospital_hospital,JBI Hospital,hospital,17.4092386,78.4007023
osm_J.K. Hospital_hospital,J.K. Hospital,hospital,17.4933988,78.3979717
osm_Bakoban Hospital_hospital,Bakoban Hospital,hospital,17.322434,78.4801
osm_Sri Sai Rama Clinic_hospital,Sri Sai Rama Clinic,hospital,17.4452339,78.4617537
osm_Medicare Hospital_hospital,Medicare Hospital,hospital,17.3554702,78.4636083
osm_Sri Lakshmi Hospital_hospital,Sri Lakshmi Hospital,hospital,17.3222518,78.4307242
osm_Suraksha Women And Children Hospital_hospital,Suraksha Women And Children Hospital,hospital,17.517046,78.480475
osm_Sujatha Hospital_hospital,Sujatha Hospital,hospital,17.3223098,78.4305647
osm_Eureka Hospital_hospital,Eureka Hospital,hospital,17.509869,78.299367
osm_Vasundhara Hospital_hospital,Vasundhara Hospital,hospital,17.473479,78.421673
osm_Salamah Hospital_hospital,Salamah Hospital,hospital,17.3921804,78.4264492
osm_Aradhya Multi Speciality Hospital_hospital,Aradhya Multi Speciality Hospital,hospital,17.4691677,78.4275318
osm_Raman Hospital_hospital,Raman Hospital,hospital,17.4956577,78.4532466
osm_Skorts Multi Speciality Clinics_hospital,Skorts Multi Speciality Clinics,hospital,17.443615,78.434617
osm_IBM Hospital_hospital,IBM Hospital,hospital,17.3957352,78.4175241
osm_Shreya Hospitals_hospital,Shreya Hospitals,hospital,17.4795083,78.3202454
osm_Lakshmi Priya Nursing_hospital,Lakshmi Priya Nursing,hospital,17.4028303,78.5741446
osm_SKIMS Hospital_hospital,SKIMS Hospital,hospital,17.4023438,78.5670163
osm_బిబిఆర్ సూపర్ స్పెషలిటీ హాస్పిటల్_hospital,బిబిఆర్ సూపర్ స్పెషలిటీ హాస్పిటల్,hospital,17.4642455,78.4571122
osm_Sri Nitya Hospital_hospital,Sri Nitya Hospital,hospital,17.324086,78.556886
osm_Sakhi Hospital_hospital,Sakhi Hospital,hospital,17.3293045,78.5645447
osm_Archana Multi Speciality Hospital_hospital,Archana Multi Speciality Hospital,hospital,17.4934982,78.3209211
osm_SAI RAM MULTI SPECIALITY HOSPITAL (ARK HEALTH CARE PVT LTD)_hospital,SAI RAM MULTI SPECIALITY HOSPITAL (ARK HEALTH CARE PVT LTD),hospital,17.3659362,78.5255259
osm_SRU Facture & Plastic Surgery_hospital,SRU Facture & Plastic Surgery,hospital,17.4942384,78.3995332
osm_Gangaram Community Hall Health Sub Center_hospital,Gangaram Community Hall Health Sub Center,hospital,17.4944955,78.3296853
"osm_Community Health Centre, Panipura_hospital","Community Health Centre, Panipura",hospital,17.3732371,78.446451
osm_SHREYA HOSPITAL_hospital,SHREYA HOSPITAL,hospital,17.4509475,78.4235564
osm_DR NAVEEN REDDYS GENERAL HOSPITAL_hospital,DR NAVEEN REDDYS GENERAL HOSPITAL,hospital,17.4546149,78.4200095
osm_Medicure Diagnostic and Research Center(Alekhya Scanning Center)_hospital,Medicure Diagnostic and Research Center(Alekhya Scanning Center),hospital,17.3953666,78.4544152
osm_KIMS Cruddle_hospital,KIMS Cruddle,hospital,17.4659669,78.3678073
osm_srisri holistic_hospital,srisri holistic,hospital,17.5028997,78.3887517
osm_Durga prasad_hospital,Durga prasad,hospital,17.4234633,78.5478069
osm_SHEKAR HOSPITAL_hospital,SHEKAR HOSPITAL,hospital,17.4787553,78.4816433
osm_Apollo_hospital,Apollo,hospital,17.4594547,78.3659801
osm_Titan eye plus_hospital,Titan eye plus,hospital,17.4948228,78.3401789
osm_Mythri Clinic_hospital,Mythri Clinic,hospital,17.5035172,78.4156543
osm_Srinivasa Hospital_hospital,Srinivasa Hospital,hospital,17.4406949,78.3943588
osm_lifespan hospitals_hospital,lifespan hospitals,hospital,17.44582,78.3924173
osm_Samanta Homeopathy_hospital,Samanta Homeopathy,hospital,17.4413783,78.3880897
osm_Shresta hospital_hospital,Shresta hospital,hospital,17.4366221,78.4457432
osm_Ankura Children hospital_hospital,Ankura Children hospital,hospital,17.4947296,78.341244
osm_konark diagonistic center_hospital,konark diagonistic center,hospital,17.3685916,78.5187388
osm_Dr.agarwals_hospital,Dr.agarwals,hospital,17.493937,78.351628
osm_Dr. Moinuddin clinic_hospital,Dr. Moinuddin clinic,hospital,17.394532,78.4352772
osm_Vijaya Diagnostic Centre_hospital,Vijaya Diagnostic Centre,hospital,17.3946369,78.4384775
osm_Vijaya diagnostics_hospital,Vijaya diagnostics,hospital,17.3364058,78.569899
osm_saidatha homeo stores and clinic_hospital,saidatha homeo stores and clinic,hospital,17.4866535,78.3912724
osm_Govt Hospital_hospital,Govt Hospital,hospital,17.397386,78.4294337
osm_Bhaskara Hospital_hospital,Bhaskara Hospital,hospital,17.51644,78.445742
osm_Tirumala Nursing home_hospital,Tirumala Nursing home,hospital,17.4998816,78.3574735
osm_FAITH HOSIPTAL_hospital,FAITH HOSIPTAL,hospital,17.3591366,78.4945773
osm_Raaj Hospital_hospital,Raaj Hospital,hospital,17.4044163,78.4838359
osm_Bharati Nursing Home_hospital,Bharati Nursing Home,hospital,17.4492625,78.4473693
osm_Osmania clinic_hospital,Osmania clinic,hospital,17.3713436,78.5018929
osm_People's health care_hospital,People's health care,hospital,17.5361942,78.4362911
osm_VITAL'S Hospital_hospital,VITAL'S Hospital,hospital,17.5070065,78.395168
osm_yashoda_hospital,yashoda,hospital,17.3914914,78.5113902
"osm_Medicover Hospital ,Chandanagar_hospital","Medicover Hospital ,Chandanagar",hospital,17.498279,78.3146178
"osm_Preeti Urology & Kidney Hospital ,BHEL, Lingampally_hospital","Preeti Urology & Kidney Hospital ,BHEL, Lingampally",hospital,17.4943209,78.3168615
osm_Kamineni Hospital_hospital,Kamineni Hospital,hospital,17.3614317,78.5539533
osm_Aware Global Hospitals_hospital,Aware Global Hospitals,hospital,17.3347442,78.5530454
osm_Archana Hospital_hospital,Archana Hospital,hospital,17.4940216,78.3227858
osm_Hegde Hospital_hospital,Hegde Hospital,hospital,17.4446234,78.384659
osm_Rainbow Children Hospital_hospital,Rainbow Children Hospital,hospital,17.4554623,78.3720097
"osm_Pace Hospitals ,Madinaguda_hospital","Pace Hospitals ,Madinaguda",hospital,17.4940229,78.3470745
osm_Uchvaas Hospital_hospital,Uchvaas Hospital,hospital,17.4121129,78.4229918
osm_Bhrungi Hospitals_hospital,Bhrungi Hospitals,hospital,17.3137197,78.560974
osm_Health Valley Hospital_hospital,Health Valley Hospital,hospital,17.4644176,78.3682452
osm_Viswas Hospital_hospital,Viswas Hospital,hospital,17.3401158,78.52185
osm_Tricolour Hospital_hospital,Tricolour Hospital,hospital,17.393868,78.5226426
osm_Prathima Hospitals_hospital,Prathima Hospitals,hospital,17.3902616,78.495225
"osm_Government ENT Hospital ,Koti_hospital","Government ENT Hospital ,Koti",hospital,17.3845228,78.4820151
osm_SKS Hospital_hospital,SKS Hospital,hospital,17.4753103,78.4857756
osm_Navodaya Hospital_hospital,Navodaya Hospital,hospital,17.4416653,78.4860599
osm_Tapadia Diagnostics Centre_hospital,Tapadia Diagnostics Centre,hospital,17.4012471,78.5636616
osm_Brinnova rehabilation centre_hospital,Brinnova rehabilation centre,hospital,17.4109164,78.432519
"osm_Vijaya Diagnostic Centre, Himayatnagar_hospital","Vijaya Diagnostic Centre, Himayatnagar",hospital,17.4041507,78.479872
osm_Oasis Fertility Centre_hospital,Oasis Fertility Centre,hospital,17.4419494,78.4899303
osm_Basant Sahney Hospital_hospital,Basant Sahney Hospital,hospital,17.4444622,78.5048595
osm_Oasis Fertility Centre_hospital,Oasis Fertility Centre,hospital,17.4263881,78.4204343
osm_Vasavi Hospital_hospital,Vasavi Hospital,hospital,17.3632288,78.5449317
osm_Partha Dental Skin Hair Clinic_hospital,Partha Dental Skin Hair Clinic,hospital,17.438752,78.4505019
osm_S L Diagnostic Center_hospital,S L Diagnostic Center,hospital,17.4102165,78.461228
"osm_Praba's VCare Health Clinic (P) Ltd, Gachibowli_hospital","Praba's VCare Health Clinic (P) Ltd, Gachibowli",hospital,17.4507108,78.3631503
"osm_Government Hospital, Suraj Bhan_hospital","Government Hospital, Suraj Bhan",hospital,17.3535608,78.4745425
osm_Mina multi speciality Hospital_hospital,Mina multi speciality Hospital,hospital,17.3730487,78.4838444
osm_Dr Naveen Reddy Hospital_hospital,Dr Naveen Reddy Hospital,hospital,17.4535446,78.4206489
"osm_Railway Health Unit, Kachiguda_hospital","Railway Health Unit, Kachiguda",hospital,17.3867056,78.4950359
osm_Madhava Nursing Home_hospital,Madhava Nursing Home,hospital,17.4401505,78.4936257
osm_MAA E.N.T. Hospitals_hospital,MAA E.N.T. Hospitals,hospital,17.4272659,78.4143269
osm_OMNI Hospitals_hospital,OMNI Hospitals,hospital,17.4853838,78.4109567
osm_Remedy Hospitals_hospital,Remedy Hospitals,hospital,17.4855041,78.3908053
"osm_Prasad Hospitals ,Nacharam_hospital","Prasad Hospitals ,Nacharam",hospital,17.4384053,78.5551261
osm_Sivananda Rehabilitation Home_hospital,Sivananda Rehabilitation Home,hospital,17.48884,78.4083858
osm_Cosmo Derma_hospital,Cosmo Derma,hospital,17.4908668,78.3970173
osm_Padmaja Hospital_hospital,Padmaja Hospital,hospital,17.4869463,78.3994145
osm_Pathcare Labs Pvt Ltd_hospital,Pathcare Labs Pvt Ltd,hospital,17.444713,78.4691593
osm_Srujana Hospitals_hospital,Srujana Hospitals,hospital,17.5057005,78.4670243
osm_Paramitha Children's Hospital_hospital,Paramitha Children's Hospital,hospital,17.3582035,78.5444422
osm_Tesla Diagnostics_hospital,Tesla Diagnostics,hospital,17.4957164,78.4525108
osm_K K Reddy Hospital_hospital,K K Reddy Hospital,hospital,17.4919994,78.3972386
osm_Goutam Neuro Care_hospital,Goutam Neuro Care,hospital,17.4928129,78.397999
osm_Dr. Rao's ENT Super Speciality International Hospital_hospital,Dr. Rao's ENT Super Speciality International Hospital,hospital,17.4881237,78.3949721
osm_Centre for DNA Fingerprinting and Diagnostics_hospital,Centre for DNA Fingerprinting and Diagnostics,hospital,17.3931001,78.5575394
osm_Nandini Hospital_hospital,Nandini Hospital,hospital,17.4867461,78.5540117
"osm_Udbhava Hospital ,Miyapur_hospital","Udbhava Hospital ,Miyapur",hospital,17.4951229,78.3574077
osm_Excel Hospitals_hospital,Excel Hospitals,hospital,17.5079988,78.5022081
osm_Ananya Hospital_hospital,Ananya Hospital,hospital,17.4847174,78.4129804
osm_People's Hospital_hospital,People's Hospital,hospital,17.4829023,78.4134217
osm_Shree Healthcare Multi Specialty Hospital_hospital,Shree Healthcare Multi Specialty Hospital,hospital,17.4009873,78.5794678
osm_Ferticare IVF Asist_hospital,Ferticare IVF Asist,hospital,17.4274056,78.4321671
osm_DTC TB Unit Erragadda_hospital,DTC TB Unit Erragadda,hospital,17.4452155,78.4324096
osm_Dr.Vivek's Multispeciality Dental care_hospital,Dr.Vivek's Multispeciality Dental care,hospital,17.4472339,78.4326449
osm_Shakti Ayurvedic Clinic_hospital,Shakti Ayurvedic Clinic,hospital,17.4475965,78.5089418
osm_Rahul Meidials_hospital,Rahul Meidials,hospital,17.4527375,78.5648775
osm_Nandini_hospital,Nandini,hospital,17.4527443,78.5647251
osm_vijaya diagonistics_hospital,vijaya diagonistics,hospital,17.4632492,78.5615635
osm_Government uphc_hospital,Government uphc,hospital,17.4622327,78.5587486
osm_kamineni_hospital,kamineni,hospital,17.3532901,78.5589741
osm_Chenna reddy hospital_hospital,Chenna reddy hospital,hospital,17.4940583,78.3212245
osm_balaji hospital_hospital,balaji hospital,hospital,17.5026194,78.4207649
osm_PRAANAA PAIN CLINIC_hospital,PRAANAA PAIN CLINIC,hospital,17.3646406,78.4286144
osm_sri sri holistic hospitals_hospital,sri sri holistic hospitals,hospital,17.5020423,78.3889444
osm_Railway hospital_hospital,Railway hospital,hospital,17.4434504,78.5461318
osm_آئی کیئر حیدرآباد (سپر اسپیشلٹی آئی ہسپتال)_hospital,آئی کیئر حیدرآباد (سپر اسپیشلٹی آئی ہسپتال),hospital,17.3759689,78.4973599
osm_Mythri Hospital_hospital,Mythri Hospital,hospital,17.3836203,78.4292848
osm_Vinayaka Nethralaya Eye Hospital_hospital,Vinayaka Nethralaya Eye Hospital,hospital,17.3932979,78.4261156
osm_hs_hospital,hs,hospital,17.4359366,78.5426952
osm_Avinash child hospital_hospital,Avinash child hospital,hospital,17.4146159,78.4539247
osm_Dr Agarwals Eye Hospital_hospital,Dr Agarwals Eye Hospital,hospital,17.4310175,78.3716983
osm_Sri rama clinic_hospital,Sri rama clinic,hospital,17.4410992,78.5720791
"osm_Community Health Centre, Lalapet_hospital","Community Health Centre, Lalapet",hospital,17.4388301,78.54187
"osm_Community Health Centre, AMBERPET_hospital","Community Health Centre, AMBERPET",hospital,17.3921953,78.5178213
osm_Area Hospital_hospital,Area Hospital,hospital,17.3314694,78.5652052
"osm_Community Health Centre, Seethaphalmandi_hospital","Community Health Centre, Seethaphalmandi",hospital,17.4265349,78.5192979
osm_Sarojini Devi EYE Hospital_hospital,Sarojini Devi EYE Hospital,hospital,17.4137227,78.4911923
osm_AREA HOSPITAL MALKAJGIRI_hospital,AREA HOSPITAL MALKAJGIRI,hospital,17.4504805,78.5321201
"osm_DK Govt Homoeopathic Hospital, Ramanthapur, Hyd_hospital","DK Govt Homoeopathic Hospital, Ramanthapur, Hyd",hospital,17.3979133,78.5310178
osm_CHC KHAIRATABAD_hospital,CHC KHAIRATABAD,hospital,17.4448127,78.4219109
"osm_Community Health Centre, AMEERPET_hospital","Community Health Centre, AMEERPET",hospital,17.4485486,78.4248854
osm_Shishira hospitals_hospital,Shishira hospitals,hospital,17.4317717,78.4455728
osm_Image Hospital_hospital,Image Hospital,hospital,17.4314966,78.4473474
osm_Medkid children's hospital_hospital,Medkid children's hospital,hospital,17.4302495,78.4487075
osm_Maholla Clinic_hospital,Maholla Clinic,hospital,17.4566753,78.4115501
osm_Mohammadi Clinic_hospital,Mohammadi Clinic,hospital,17.4564341,78.4103806
osm_Susheela Hospital_hospital,Susheela Hospital,hospital,17.3934464,78.5365962
osm_appolo medical shop1_hospital,appolo medical shop1,hospital,17.3147451,78.6007159
osm_JNTU Hospital_hospital,JNTU Hospital,hospital,17.4915484,78.3910656
osm_Omega Hospitals_hospital,Omega Hospitals,hospital,17.4364246,78.3675806
osm_Amar Hospitals_hospital,Amar Hospitals,hospital,17.4771569,78.4204028
osm_Yashoda Hospitals_hospital,Yashoda Hospitals,hospital,17.4622687,78.384176
osm_Sunridge Multi-Speciality Hospital_hospital,Sunridge Multi-Speciality Hospital,hospital,17.4538625,78.421752
osm_D.K.GOVT. HOMOEO HOSPITAL_hospital,D.K.GOVT. HOMOEO HOSPITAL,hospital,17.3841667,78.4562354
"osm_Government Ayurvedic Hospital, Erragadda, Hyderabad_hospital","Government Ayurvedic Hospital, Erragadda, Hyderabad",hospital,17.4487092,78.4338427
osm_Community Health Centre Rajendranagar_hospital,Community Health Centre Rajendranagar,hospital,17.3203486,78.4018045
"osm_Community Health Centre, BARKAS_hospital","Community Health Centre, BARKAS",hospital,17.3144808,78.4831721
osm_Niloufer Hospital_hospital,Niloufer Hospital,hospital,17.3986812,78.4610376
"osm_Area Hospital, Golconda_hospital","Area Hospital, Golconda",hospital,17.3975018,78.4293977
osm_Government Chest Hospital_hospital,Government Chest Hospital,hospital,17.4454284,78.434959
"osm_MG Govt Maternity Hospital, Petla Burz_hospital","MG Govt Maternity Hospital, Petla Burz",hospital,17.3684615,78.4674183
osm_MNJ Institute of Oncology and Regional Cancer Center_hospital,MNJ Institute of Oncology and Regional Cancer Center,hospital,17.392244,78.4601927
osm_Institute of Mental Health_hospital,Institute of Mental Health,hospital,17.4506724,78.4361121
osm_MK Dentistry_hospital,MK Dentistry,hospital,17.3951477,78.4556625
osm_SK + Diagnostics_hospital,SK + Diagnostics,hospital,17.4754498,78.5681603
osm_Revive Multispeciality Hospital_hospital,Revive Multispeciality Hospital,hospital,17.4865279,78.4497546
osm_Sai charan Children's hospital_hospital,Sai charan Children's hospital,hospital,17.3959816,78.5299056
osm_Janani infertility center_hospital,Janani infertility center,hospital,17.3943514,78.5299096
osm_Reborn Skin and Hair Clinic_hospital,Reborn Skin and Hair Clinic,hospital,17.4731157,78.3872398
osm_Sai Ayush Ayurveda Hospital - wellness Hyderabad_hospital,Sai Ayush Ayurveda Hospital - wellness Hyderabad,hospital,17.473193,78.3871998
osm_Renova Hospitals_hospital,Renova Hospitals,hospital,17.3733681,78.414395
osm_Pi Health Hospital_hospital,Pi Health Hospital,hospital,17.4482414,78.3605759
osm_Oneders Clinics_hospital,Oneders Clinics,hospital,17.4090636,78.3999909
osm_Medicare Hospitals_hospital,Medicare Hospitals,hospital,17.349695,78.5483858
osm_Arete Hospitals_hospital,Arete Hospitals,hospital,17.4276743,78.3749073
osm_Dental clinic_hospital,Dental clinic,hospital,17.3968148,78.5014822
osm_eyes specalist_hospital,eyes specalist,hospital,17.4126071,78.4901536
osm_Gautham Model School_school,Gautham Model School,school,17.4427279,78.4453558
osm_S.V.E.S High School_school,S.V.E.S High School,school,17.4054551,78.5122245
osm_Jyothi Bala Mandir High School_school,Jyothi Bala Mandir High School,school,17.4075707,78.5135035
osm_Jingle Bell School_school,Jingle Bell School,school,17.3957311,78.4884345
"osm_Narayana Junior College, AIEEE_school","Narayana Junior College, AIEEE",school,17.4004331,78.4883969
osm_Holy Mary Girls High School_school,Holy Mary Girls High School,school,17.404402,78.4578133
osm_St.Josephs High School_school,St.Josephs High School,school,17.3937581,78.4524941
osm_Goutham Model School_school,Goutham Model School,school,17.4015388,78.484836
osm_Sujatha High School_school,Sujatha High School,school,17.3947951,78.4730227
osm_Little Flower High School_school,Little Flower High School,school,17.393638,78.474754
osm_Little Flower Primary School_school,Little Flower Primary School,school,17.3925192,78.4740505
osm_Nasr School_school,Nasr School,school,17.4113728,78.4588295
osm_Wesley High School_school,Wesley High School,school,17.4404012,78.4865035
osm_Sharada High_school,Sharada High,school,17.4412917,78.3914009
osm_Hyderabad Public School_school,Hyderabad Public School,school,17.400104,78.5362094
osm_Springfields School_school,Springfields School,school,17.4135412,78.4445973
osm_MRR School_school,MRR School,school,17.4800428,78.5795251
